BRICK,DAYS_IN,LAKE,LAKE_INV.YEAR,SPP,LENGTH_MM,DEPTH_M
1,31,Honeoye,Honeoye - 1998,zebra,14.11,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.07,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.06,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.03,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.78,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.71,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.54,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.46,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.36,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.35,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.29,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.21,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.19,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.11,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.09,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.06,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.03,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13.02,1.32
1,31,Honeoye,Honeoye - 1998,zebra,13,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.81,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.81,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.7,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.68,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.67,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.63,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.6,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.54,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.49,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.47,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.42,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.19,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.11,1.32
1,31,Honeoye,Honeoye - 1998,zebra,12.06,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.97,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.96,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.88,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.86,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.83,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.83,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.79,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.73,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.72,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.71,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.62,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.61,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.59,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.57,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.54,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.53,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.51,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.5,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.47,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.47,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.45,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.42,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.41,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.29,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.28,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.25,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.25,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.22,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.21,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.17,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.16,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.1,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.04,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.02,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11.02,1.32
1,31,Honeoye,Honeoye - 1998,zebra,11,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.96,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.95,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.88,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.83,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.78,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.74,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.72,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.63,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.63,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.54,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.54,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.5,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.49,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.45,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.32,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.29,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.27,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.21,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.19,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.16,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.13,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.13,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.12,1.32
1,31,Honeoye,Honeoye - 1998,zebra,10.08,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.96,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.93,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.91,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.91,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.88,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.87,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.78,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.77,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.74,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.72,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.71,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.65,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.64,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.64,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.61,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.55,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.47,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.29,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.26,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.2,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.1,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.09,1.32
1,31,Honeoye,Honeoye - 1998,zebra,9.08,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.99,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.94,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.88,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.87,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.81,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.77,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.65,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.64,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.64,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.64,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.64,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.51,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.45,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.4,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.35,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.23,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.21,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.18,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.18,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.17,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.17,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.16,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.14,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.08,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8.02,1.32
1,31,Honeoye,Honeoye - 1998,zebra,8,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.95,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.91,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.9,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.84,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.8,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.74,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.71,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.64,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.61,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.34,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.25,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.24,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.24,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.18,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.16,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.16,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.08,1.32
1,31,Honeoye,Honeoye - 1998,zebra,7.06,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.97,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.97,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.95,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.94,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.91,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.9,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.86,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.83,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.82,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.79,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.74,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.57,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.54,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.52,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.22,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.21,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.1,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.02,1.32
1,31,Honeoye,Honeoye - 1998,zebra,6.01,1.32
1,31,Honeoye,Honeoye - 1998,zebra,5.8,1.32
1,31,Honeoye,Honeoye - 1998,zebra,5.8,1.32
1,31,Honeoye,Honeoye - 1998,zebra,5.77,1.32
1,31,Honeoye,Honeoye - 1998,zebra,5.74,1.32
1,31,Honeoye,Honeoye - 1998,zebra,5.65,1.32
1,31,Honeoye,Honeoye - 1998,zebra,5.35,1.32
1,31,Honeoye,Honeoye - 1998,zebra,5.08,1.32
1,31,Honeoye,Honeoye - 1998,zebra,4.96,1.32
1,31,Honeoye,Honeoye - 1998,zebra,4.41,1.32
1,31,Honeoye,Honeoye - 1998,zebra,3.3,1.32
1,31,Honeoye,Honeoye - 1998,zebra,2.68,1.32
4,133,Owasco,Owasco - 1997,zebra,16.57,1.18
4,133,Owasco,Owasco - 1997,zebra,16.54,1.18
4,133,Owasco,Owasco - 1997,zebra,16.44,1.18
4,133,Owasco,Owasco - 1997,zebra,16.02,1.18
4,133,Owasco,Owasco - 1997,zebra,15.98,1.18
4,133,Owasco,Owasco - 1997,zebra,15.77,1.18
4,133,Owasco,Owasco - 1997,zebra,15.23,1.18
4,133,Owasco,Owasco - 1997,zebra,15.08,1.18
4,133,Owasco,Owasco - 1997,zebra,14.26,1.18
4,133,Owasco,Owasco - 1997,zebra,14.24,1.18
4,133,Owasco,Owasco - 1997,zebra,14.06,1.18
4,133,Owasco,Owasco - 1997,zebra,14,1.18
4,133,Owasco,Owasco - 1997,zebra,13.71,1.18
4,133,Owasco,Owasco - 1997,zebra,13.5,1.18
4,133,Owasco,Owasco - 1997,zebra,13.26,1.18
4,133,Owasco,Owasco - 1997,zebra,13.18,1.18
4,133,Owasco,Owasco - 1997,zebra,13.16,1.18
4,133,Owasco,Owasco - 1997,zebra,12.89,1.18
4,133,Owasco,Owasco - 1997,zebra,12.89,1.18
4,133,Owasco,Owasco - 1997,zebra,12.59,1.18
4,133,Owasco,Owasco - 1997,zebra,12.49,1.18
4,133,Owasco,Owasco - 1997,zebra,12.31,1.18
4,133,Owasco,Owasco - 1997,zebra,12.3,1.18
4,133,Owasco,Owasco - 1997,zebra,11.99,1.18
4,133,Owasco,Owasco - 1997,zebra,11.97,1.18
4,133,Owasco,Owasco - 1997,zebra,11.89,1.18
4,133,Owasco,Owasco - 1997,zebra,11.8,1.18
4,133,Owasco,Owasco - 1997,zebra,11.71,1.18
4,133,Owasco,Owasco - 1997,zebra,11.5,1.18
4,133,Owasco,Owasco - 1997,zebra,11.42,1.18
4,133,Owasco,Owasco - 1997,zebra,11.06,1.18
4,133,Owasco,Owasco - 1997,zebra,10.97,1.18
4,133,Owasco,Owasco - 1997,zebra,10.94,1.18
4,133,Owasco,Owasco - 1997,zebra,10.46,1.18
4,133,Owasco,Owasco - 1997,zebra,10.42,1.18
4,133,Owasco,Owasco - 1997,zebra,10.4,1.18
4,133,Owasco,Owasco - 1997,zebra,10.4,1.18
4,133,Owasco,Owasco - 1997,zebra,8.52,1.18
4,133,Owasco,Owasco - 1997,zebra,8.04,1.18
4,133,Owasco,Owasco - 1997,zebra,7.89,1.18
4,133,Owasco,Owasco - 1997,zebra,7.75,1.18
4,133,Owasco,Owasco - 1997,zebra,7.75,1.18
4,133,Owasco,Owasco - 1997,zebra,7.46,1.18
4,133,Owasco,Owasco - 1997,zebra,7.39,1.18
4,133,Owasco,Owasco - 1997,zebra,7.33,1.18
4,133,Owasco,Owasco - 1997,zebra,7.28,1.18
4,133,Owasco,Owasco - 1997,zebra,7.21,1.18
4,133,Owasco,Owasco - 1997,zebra,7.13,1.18
4,133,Owasco,Owasco - 1997,zebra,7.05,1.18
4,133,Owasco,Owasco - 1997,zebra,7.04,1.18
4,133,Owasco,Owasco - 1997,zebra,7.01,1.18
4,133,Owasco,Owasco - 1997,zebra,6.8,1.18
4,133,Owasco,Owasco - 1997,zebra,6.68,1.18
4,133,Owasco,Owasco - 1997,zebra,6.57,1.18
4,133,Owasco,Owasco - 1997,zebra,6.5,1.18
4,133,Owasco,Owasco - 1997,zebra,6.34,1.18
4,133,Owasco,Owasco - 1997,zebra,6.24,1.18
4,133,Owasco,Owasco - 1997,zebra,6.21,1.18
4,133,Owasco,Owasco - 1997,zebra,6.13,1.18
4,133,Owasco,Owasco - 1997,zebra,6,1.18
4,133,Owasco,Owasco - 1997,zebra,5.98,1.18
4,133,Owasco,Owasco - 1997,zebra,5.86,1.18
4,133,Owasco,Owasco - 1997,zebra,5.68,1.18
4,133,Owasco,Owasco - 1997,zebra,5.53,1.18
4,133,Owasco,Owasco - 1997,zebra,5.4,1.18
4,133,Owasco,Owasco - 1997,zebra,5.37,1.18
4,133,Owasco,Owasco - 1997,zebra,5.29,1.18
4,133,Owasco,Owasco - 1997,zebra,5.27,1.18
4,133,Owasco,Owasco - 1997,zebra,5.26,1.18
4,133,Owasco,Owasco - 1997,zebra,4.97,1.18
4,133,Owasco,Owasco - 1997,zebra,4.72,1.18
4,133,Owasco,Owasco - 1997,zebra,4.71,1.18
4,133,Owasco,Owasco - 1997,zebra,4.68,1.18
4,133,Owasco,Owasco - 1997,zebra,4.56,1.18
4,133,Owasco,Owasco - 1997,zebra,4.34,1.18
4,133,Owasco,Owasco - 1997,zebra,4.28,1.18
4,133,Owasco,Owasco - 1997,zebra,4.07,1.18
4,133,Owasco,Owasco - 1997,zebra,4.07,1.18
4,133,Owasco,Owasco - 1997,zebra,4.04,1.18
4,133,Owasco,Owasco - 1997,zebra,3.98,1.18
4,133,Owasco,Owasco - 1997,zebra,3.78,1.18
4,133,Owasco,Owasco - 1997,zebra,3.57,1.18
4,133,Owasco,Owasco - 1997,zebra,3.48,1.18
4,133,Owasco,Owasco - 1997,zebra,3.03,1.18
4,133,Owasco,Owasco - 1997,zebra,2.78,1.18
4,133,Owasco,Owasco - 1997,zebra,2.69,1.18
3,83,Owasco,Owasco - 1997,quagga,14.7,1.18
3,83,Owasco,Owasco - 1997,zebra,12.73,1.18
3,83,Owasco,Owasco - 1997,quagga,12.01,1.18
3,83,Owasco,Owasco - 1997,zebra,11.69,1.18
3,83,Owasco,Owasco - 1997,zebra,11.64,1.18
3,83,Owasco,Owasco - 1997,zebra,11.62,1.18
3,83,Owasco,Owasco - 1997,quagga,11.61,1.18
3,83,Owasco,Owasco - 1997,zebra,11.42,1.18
3,83,Owasco,Owasco - 1997,zebra,11.17,1.18
3,83,Owasco,Owasco - 1997,zebra,10.85,1.18
3,83,Owasco,Owasco - 1997,zebra,10.77,1.18
3,83,Owasco,Owasco - 1997,zebra,10.7,1.18
3,83,Owasco,Owasco - 1997,quagga,10.66,1.18
3,83,Owasco,Owasco - 1997,zebra,10.56,1.18
3,83,Owasco,Owasco - 1997,zebra,10.47,1.18
3,83,Owasco,Owasco - 1997,zebra,10.46,1.18
3,83,Owasco,Owasco - 1997,zebra,10.38,1.18
3,83,Owasco,Owasco - 1997,zebra,10.26,1.18
3,83,Owasco,Owasco - 1997,zebra,10.13,1.18
3,83,Owasco,Owasco - 1997,quagga,10,1.18
3,83,Owasco,Owasco - 1997,quagga,9.95,1.18
3,83,Owasco,Owasco - 1997,zebra,9.9,1.18
3,83,Owasco,Owasco - 1997,zebra,9.76,1.18
3,83,Owasco,Owasco - 1997,zebra,9.71,1.18
3,83,Owasco,Owasco - 1997,quagga,9.58,1.18
3,83,Owasco,Owasco - 1997,zebra,9.46,1.18
3,83,Owasco,Owasco - 1997,zebra,9.36,1.18
3,83,Owasco,Owasco - 1997,zebra,9.35,1.18
3,83,Owasco,Owasco - 1997,zebra,9.33,1.18
3,83,Owasco,Owasco - 1997,quagga,9.17,1.18
3,83,Owasco,Owasco - 1997,zebra,9.07,1.18
3,83,Owasco,Owasco - 1997,zebra,8.11,1.18
3,83,Owasco,Owasco - 1997,zebra,8.08,1.18
3,83,Owasco,Owasco - 1997,quagga,7.91,1.18
3,83,Owasco,Owasco - 1997,zebra,7.83,1.18
3,83,Owasco,Owasco - 1997,zebra,7.78,1.18
3,83,Owasco,Owasco - 1997,zebra,7.56,1.18
3,83,Owasco,Owasco - 1997,quagga,7.56,1.18
3,83,Owasco,Owasco - 1997,zebra,6.76,1.18
3,83,Owasco,Owasco - 1997,zebra,6.71,1.18
3,83,Owasco,Owasco - 1997,zebra,6.65,1.18
3,83,Owasco,Owasco - 1997,quagga,6.61,1.18
3,83,Owasco,Owasco - 1997,zebra,6.46,1.18
3,83,Owasco,Owasco - 1997,zebra,5.95,1.18
3,83,Owasco,Owasco - 1997,zebra,5.49,1.18
3,83,Owasco,Owasco - 1997,zebra,4.48,1.18
3,83,Owasco,Owasco - 1997,zebra,4.37,1.18
3,83,Owasco,Owasco - 1997,zebra,2.37,1.18
3,83,Owasco,Owasco - 1997,zebra,2.28,1.18
3,83,Owasco,Owasco - 1997,zebra,2.12,1.18
3,83,Owasco,Owasco - 1997,zebra,2.1,1.18
3,83,Owasco,Owasco - 1997,zebra,2.01,1.18
3,83,Owasco,Owasco - 1997,zebra,1.83,1.18
3,83,Owasco,Owasco - 1997,zebra,1.82,1.18
3,83,Owasco,Owasco - 1997,zebra,1.81,1.18
3,83,Owasco,Owasco - 1997,zebra,1.79,1.18
3,83,Owasco,Owasco - 1997,zebra,1.74,1.18
3,83,Owasco,Owasco - 1997,zebra,1.7,1.18
3,83,Owasco,Owasco - 1997,zebra,1.67,1.18
3,83,Owasco,Owasco - 1997,zebra,1.66,1.18
3,83,Owasco,Owasco - 1997,zebra,1.5,1.18
3,83,Owasco,Owasco - 1997,zebra,1.48,1.18
3,83,Owasco,Owasco - 1997,zebra,1.45,1.18
3,83,Owasco,Owasco - 1997,zebra,1.43,1.18
3,83,Owasco,Owasco - 1997,zebra,1.42,1.18
3,83,Owasco,Owasco - 1997,zebra,1.41,1.18
3,83,Owasco,Owasco - 1997,zebra,1.18,1.18
3,83,Owasco,Owasco - 1997,zebra,1.18,1.18
3,83,Owasco,Owasco - 1997,zebra,1.13,1.18
3,83,Owasco,Owasco - 1997,zebra,0.86,1.18
3,83,Owasco,Owasco - 1997,zebra,0.86,1.18
2,53,Owasco,Owasco - 1997,zebra,9.82,1.18
2,53,Owasco,Owasco - 1997,quagga,9.7,1.18
2,53,Owasco,Owasco - 1997,zebra,9.33,1.18
2,53,Owasco,Owasco - 1997,quagga,9.31,1.18
2,53,Owasco,Owasco - 1997,zebra,8.93,1.18
2,53,Owasco,Owasco - 1997,quagga,8.69,1.18
2,53,Owasco,Owasco - 1997,zebra,8.53,1.18
2,53,Owasco,Owasco - 1997,quagga,8.27,1.18
2,53,Owasco,Owasco - 1997,zebra,8.09,1.18
2,53,Owasco,Owasco - 1997,quagga,7.52,1.18
2,53,Owasco,Owasco - 1997,zebra,7.5,1.18
2,53,Owasco,Owasco - 1997,quagga,7.48,1.18
2,53,Owasco,Owasco - 1997,zebra,7.26,1.18
2,53,Owasco,Owasco - 1997,zebra,7.05,1.18
2,53,Owasco,Owasco - 1997,zebra,6.92,1.18
2,53,Owasco,Owasco - 1997,zebra,6.71,1.18
2,53,Owasco,Owasco - 1997,zebra,6.4,1.18
2,53,Owasco,Owasco - 1997,zebra,6.38,1.18
2,53,Owasco,Owasco - 1997,zebra,6.23,1.18
2,53,Owasco,Owasco - 1997,zebra,5.67,1.18
2,53,Owasco,Owasco - 1997,zebra,5.53,1.18
2,53,Owasco,Owasco - 1997,zebra,5.5,1.18
2,53,Owasco,Owasco - 1997,zebra,5.29,1.18
2,53,Owasco,Owasco - 1997,zebra,5.2,1.18
2,53,Owasco,Owasco - 1997,quagga,4.84,1.18
2,53,Owasco,Owasco - 1997,zebra,4.74,1.18
2,53,Owasco,Owasco - 1997,zebra,4.71,1.18
2,53,Owasco,Owasco - 1997,zebra,4.68,1.18
2,53,Owasco,Owasco - 1997,zebra,4.16,1.18
2,53,Owasco,Owasco - 1997,zebra,3.87,1.18
2,53,Owasco,Owasco - 1997,zebra,3.66,1.18
2,53,Owasco,Owasco - 1997,zebra,3.6,1.18
1,39,Owasco,Owasco - 1997,zebra,9.82,1.18
1,39,Owasco,Owasco - 1997,zebra,8.16,1.18
1,39,Owasco,Owasco - 1997,zebra,7.7,1.18
1,39,Owasco,Owasco - 1997,zebra,7.36,1.18
1,39,Owasco,Owasco - 1997,zebra,6.86,1.18
1,39,Owasco,Owasco - 1997,zebra,6.76,1.18
1,39,Owasco,Owasco - 1997,quagga,6.75,1.18
1,39,Owasco,Owasco - 1997,quagga,6.69,1.18
1,39,Owasco,Owasco - 1997,zebra,6.68,1.18
1,39,Owasco,Owasco - 1997,zebra,6.61,1.18
1,39,Owasco,Owasco - 1997,zebra,6.61,1.18
1,39,Owasco,Owasco - 1997,zebra,6.41,1.18
1,39,Owasco,Owasco - 1997,zebra,6.4,1.18
1,39,Owasco,Owasco - 1997,zebra,6.1,1.18
1,39,Owasco,Owasco - 1997,zebra,6.02,1.18
1,39,Owasco,Owasco - 1997,zebra,5.99,1.18
1,39,Owasco,Owasco - 1997,zebra,5.86,1.18
1,39,Owasco,Owasco - 1997,quagga,5.84,1.18
1,39,Owasco,Owasco - 1997,zebra,5.79,1.18
1,39,Owasco,Owasco - 1997,quagga,5.71,1.18
1,39,Owasco,Owasco - 1997,zebra,5.5,1.18
1,39,Owasco,Owasco - 1997,quagga,5.41,1.18
1,39,Owasco,Owasco - 1997,zebra,5.26,1.18
1,39,Owasco,Owasco - 1997,zebra,4.62,1.18
1,39,Owasco,Owasco - 1997,zebra,4.45,1.18
1,39,Owasco,Owasco - 1997,zebra,4.04,1.18
1,39,Owasco,Owasco - 1997,quagga,4.03,1.18
1,39,Owasco,Owasco - 1997,zebra,3.89,1.18
1,39,Owasco,Owasco - 1997,quagga,3.88,1.18
1,39,Owasco,Owasco - 1997,zebra,3.79,1.18
1,39,Owasco,Owasco - 1997,zebra,3.6,1.18
1,39,Owasco,Owasco - 1997,quagga,3.43,1.18
1,39,Owasco,Owasco - 1997,zebra,3.3,1.18
1,39,Owasco,Owasco - 1997,zebra,3.22,1.18
1,39,Owasco,Owasco - 1997,zebra,3.18,1.18
1,39,Owasco,Owasco - 1997,zebra,2.92,1.18
1,39,Owasco,Owasco - 1997,zebra,2.87,1.18
1,39,Owasco,Owasco - 1997,zebra,2.86,1.18
1,39,Owasco,Owasco - 1997,zebra,2.16,1.18
1,39,Owasco,Owasco - 1997,zebra,1.99,1.18
1,39,Owasco,Owasco - 1997,zebra,1.88,1.18
5,150,Silver,Silver - 2001,zebra,17.76,1.23
5,150,Silver,Silver - 2001,zebra,17.65,1.23
5,150,Silver,Silver - 2001,zebra,17.25,1.23
5,150,Silver,Silver - 2001,zebra,17.22,1.23
5,150,Silver,Silver - 2001,zebra,16.9,1.23
5,150,Silver,Silver - 2001,zebra,16.53,1.23
5,150,Silver,Silver - 2001,zebra,16.46,1.23
5,150,Silver,Silver - 2001,zebra,16.34,1.23
5,150,Silver,Silver - 2001,zebra,16.17,1.23
5,150,Silver,Silver - 2001,zebra,16.08,1.23
5,150,Silver,Silver - 2001,zebra,15.77,1.23
5,150,Silver,Silver - 2001,zebra,15.67,1.23
5,150,Silver,Silver - 2001,zebra,15.66,1.23
5,150,Silver,Silver - 2001,zebra,15.52,1.23
5,150,Silver,Silver - 2001,zebra,15.49,1.23
5,150,Silver,Silver - 2001,zebra,15.38,1.23
5,150,Silver,Silver - 2001,zebra,15.34,1.23
5,150,Silver,Silver - 2001,zebra,15.33,1.23
5,150,Silver,Silver - 2001,zebra,15.17,1.23
5,150,Silver,Silver - 2001,zebra,15.11,1.23
5,150,Silver,Silver - 2001,zebra,14.99,1.23
5,150,Silver,Silver - 2001,zebra,14.98,1.23
5,150,Silver,Silver - 2001,zebra,14.51,1.23
5,150,Silver,Silver - 2001,zebra,14.32,1.23
5,150,Silver,Silver - 2001,zebra,14.2,1.23
5,150,Silver,Silver - 2001,zebra,14.12,1.23
5,150,Silver,Silver - 2001,zebra,14.08,1.23
5,150,Silver,Silver - 2001,zebra,14.02,1.23
5,150,Silver,Silver - 2001,zebra,14.01,1.23
5,150,Silver,Silver - 2001,zebra,13.86,1.23
5,150,Silver,Silver - 2001,zebra,13.86,1.23
5,150,Silver,Silver - 2001,zebra,13.78,1.23
5,150,Silver,Silver - 2001,zebra,13.75,1.23
5,150,Silver,Silver - 2001,zebra,13.65,1.23
5,150,Silver,Silver - 2001,zebra,13.48,1.23
