BRICK,DAYS_IN,LAKE,LAKE_INV.YEAR,SPP,LENGTH_MM,DEPTH_M
5,150,Honeoye,Honeoye - 1998,zebra,12.32,1.32
5,150,Honeoye,Honeoye - 1998,zebra,12.29,1.32
5,150,Honeoye,Honeoye - 1998,zebra,12.18,1.32
5,150,Honeoye,Honeoye - 1998,zebra,12.1,1.32
5,150,Honeoye,Honeoye - 1998,zebra,11.91,1.32
5,150,Honeoye,Honeoye - 1998,zebra,11.78,1.32
5,150,Honeoye,Honeoye - 1998,zebra,11.7,1.32
5,150,Honeoye,Honeoye - 1998,zebra,11.41,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.83,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.73,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.64,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.29,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.25,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.21,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.18,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.17,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.05,1.32
5,150,Honeoye,Honeoye - 1998,zebra,10.02,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.84,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.8,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.76,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.73,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.63,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.46,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.4,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.37,1.32
5,150,Honeoye,Honeoye - 1998,zebra,9.17,1.32
5,150,Honeoye,Honeoye - 1998,zebra,8.93,1.32
5,150,Honeoye,Honeoye - 1998,zebra,8.82,1.32
5,150,Honeoye,Honeoye - 1998,zebra,8.73,1.32
5,150,Honeoye,Honeoye - 1998,zebra,8.51,1.32
5,150,Honeoye,Honeoye - 1998,zebra,8.15,1.32
5,150,Honeoye,Honeoye - 1998,zebra,8.04,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.9,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.78,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.78,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.66,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.64,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.1,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.1,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7.01,1.32
5,150,Honeoye,Honeoye - 1998,zebra,7,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.79,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.63,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.62,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.62,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.61,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.59,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.55,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.54,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.44,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.3,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.3,1.32
5,150,Honeoye,Honeoye - 1998,zebra,6.13,1.32
5,150,Honeoye,Honeoye - 1998,zebra,5.98,1.32
5,150,Honeoye,Honeoye - 1998,zebra,5.66,1.32
5,150,Honeoye,Honeoye - 1998,zebra,5.39,1.32
5,150,Honeoye,Honeoye - 1998,zebra,5.37,1.32
5,150,Honeoye,Honeoye - 1998,zebra,5.34,1.32
5,150,Honeoye,Honeoye - 1998,zebra,5.11,1.32
5,150,Honeoye,Honeoye - 1998,zebra,4.78,1.32
5,150,Honeoye,Honeoye - 1998,zebra,4.67,1.32
5,150,Honeoye,Honeoye - 1998,zebra,4.63,1.32
5,150,Honeoye,Honeoye - 1998,zebra,3.57,1.32
5,150,Honeoye,Honeoye - 1998,zebra,3.55,1.32
5,150,Honeoye,Honeoye - 1998,zebra,3.35,1.32
5,150,Honeoye,Honeoye - 1998,zebra,3.11,1.32
5,150,Honeoye,Honeoye - 1998,zebra,3.02,1.32
5,150,Honeoye,Honeoye - 1998,zebra,2.92,1.32
5,150,Honeoye,Honeoye - 1998,zebra,2.56,1.32
5,150,Honeoye,Honeoye - 1998,zebra,2.35,1.32
5,150,Honeoye,Honeoye - 1998,zebra,2.28,1.32
5,150,Honeoye,Honeoye - 1998,zebra,1.55,1.32
4,118,Honeoye,Honeoye - 1998,zebra,17.08,1.32
4,118,Honeoye,Honeoye - 1998,zebra,16.7,1.32
4,118,Honeoye,Honeoye - 1998,zebra,16.48,1.32
4,118,Honeoye,Honeoye - 1998,zebra,16.03,1.32
4,118,Honeoye,Honeoye - 1998,zebra,15.99,1.32
4,118,Honeoye,Honeoye - 1998,zebra,15.89,1.32
4,118,Honeoye,Honeoye - 1998,zebra,15.77,1.32
4,118,Honeoye,Honeoye - 1998,zebra,15.44,1.32
4,118,Honeoye,Honeoye - 1998,zebra,15.32,1.32
4,118,Honeoye,Honeoye - 1998,zebra,14.66,1.32
4,118,Honeoye,Honeoye - 1998,zebra,14.43,1.32
4,118,Honeoye,Honeoye - 1998,zebra,14.2,1.32
4,118,Honeoye,Honeoye - 1998,zebra,13.88,1.32
4,118,Honeoye,Honeoye - 1998,zebra,13.7,1.32
4,118,Honeoye,Honeoye - 1998,zebra,13.67,1.32
4,118,Honeoye,Honeoye - 1998,zebra,13.65,1.32
4,118,Honeoye,Honeoye - 1998,zebra,13.48,1.32
4,118,Honeoye,Honeoye - 1998,zebra,13.16,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.96,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.95,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.92,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.92,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.85,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.82,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.77,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.75,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.71,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.69,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.63,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.31,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.3,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.2,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.19,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.1,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.09,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.05,1.32
4,118,Honeoye,Honeoye - 1998,zebra,12.04,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.93,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.89,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.78,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.77,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.75,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.6,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.58,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.55,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.55,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.34,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.32,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.26,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.2,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.13,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.09,1.32
4,118,Honeoye,Honeoye - 1998,zebra,11.07,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.98,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.92,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.88,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.87,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.8,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.45,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.39,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.23,1.32
4,118,Honeoye,Honeoye - 1998,zebra,10.1,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.92,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.92,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.92,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.89,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.86,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.82,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.78,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.66,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.32,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.3,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.3,1.32
4,118,Honeoye,Honeoye - 1998,zebra,9.28,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.85,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.75,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.73,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.63,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.59,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.57,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.54,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.51,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.51,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.51,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.47,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.45,1.32
4,118,Honeoye,Honeoye - 1998,zebra,8.41,1.32
4,118,Honeoye,Honeoye - 1998,zebra,7.88,1.32
4,118,Honeoye,Honeoye - 1998,zebra,7.53,1.32
4,118,Honeoye,Honeoye - 1998,zebra,7.23,1.32
4,118,Honeoye,Honeoye - 1998,zebra,7.12,1.32
4,118,Honeoye,Honeoye - 1998,zebra,7.09,1.32
4,118,Honeoye,Honeoye - 1998,zebra,7.06,1.32
4,118,Honeoye,Honeoye - 1998,zebra,6.5,1.32
4,118,Honeoye,Honeoye - 1998,zebra,6.15,1.32
4,118,Honeoye,Honeoye - 1998,zebra,5.9,1.32
4,118,Honeoye,Honeoye - 1998,zebra,5.54,1.32
4,118,Honeoye,Honeoye - 1998,zebra,4.72,1.32
4,118,Honeoye,Honeoye - 1998,zebra,3.85,1.32
4,118,Honeoye,Honeoye - 1998,zebra,3.63,1.32
4,118,Honeoye,Honeoye - 1998,zebra,3.4,1.32
4,118,Honeoye,Honeoye - 1998,zebra,3.28,1.32
4,118,Honeoye,Honeoye - 1998,zebra,3.06,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.98,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.82,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.67,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.44,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.43,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.41,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.32,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.18,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.16,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.14,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2.08,1.32
4,118,Honeoye,Honeoye - 1998,zebra,2,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.81,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.8,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.77,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.76,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.64,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.59,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.57,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.35,1.32
4,118,Honeoye,Honeoye - 1998,zebra,1.21,1.32
3,92,Honeoye,Honeoye - 1998,zebra,17.45,1.32
3,92,Honeoye,Honeoye - 1998,zebra,17.36,1.32
3,92,Honeoye,Honeoye - 1998,zebra,16.83,1.32
3,92,Honeoye,Honeoye - 1998,zebra,15.89,1.32
3,92,Honeoye,Honeoye - 1998,zebra,15.89,1.32
3,92,Honeoye,Honeoye - 1998,zebra,15.37,1.32
3,92,Honeoye,Honeoye - 1998,zebra,15.28,1.32
3,92,Honeoye,Honeoye - 1998,zebra,14.95,1.32
3,92,Honeoye,Honeoye - 1998,zebra,14.75,1.32
3,92,Honeoye,Honeoye - 1998,zebra,14.73,1.32
3,92,Honeoye,Honeoye - 1998,zebra,14.6,1.32
3,92,Honeoye,Honeoye - 1998,zebra,14.35,1.32
3,92,Honeoye,Honeoye - 1998,zebra,14.12,1.32
3,92,Honeoye,Honeoye - 1998,zebra,14.08,1.32
3,92,Honeoye,Honeoye - 1998,zebra,13.99,1.32
3,92,Honeoye,Honeoye - 1998,zebra,13.88,1.32
3,92,Honeoye,Honeoye - 1998,zebra,13.86,1.32
3,92,Honeoye,Honeoye - 1998,zebra,13.52,1.32
3,92,Honeoye,Honeoye - 1998,zebra,13.49,1.32
3,92,Honeoye,Honeoye - 1998,zebra,13.23,1.32
3,92,Honeoye,Honeoye - 1998,zebra,13.07,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.98,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.85,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.82,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.82,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.57,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.52,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.44,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.39,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.38,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.35,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.32,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.25,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.25,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.2,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.19,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.11,1.32
3,92,Honeoye,Honeoye - 1998,zebra,12.08,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.99,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.98,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.88,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.74,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.74,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.7,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.64,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.46,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.39,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.33,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.33,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.24,1.32
3,92,Honeoye,Honeoye - 1998,zebra,11.07,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.99,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.96,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.8,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.8,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.68,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.64,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.57,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.55,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.52,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.52,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.42,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.39,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.33,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.23,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.22,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.2,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.08,1.32
3,92,Honeoye,Honeoye - 1998,zebra,10.06,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.96,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.91,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.87,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.65,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.44,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.31,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.3,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.22,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.21,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.15,1.32
3,92,Honeoye,Honeoye - 1998,zebra,9.03,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.71,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.61,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.57,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.5,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.46,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.35,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.34,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.34,1.32
3,92,Honeoye,Honeoye - 1998,zebra,8.23,1.32
3,92,Honeoye,Honeoye - 1998,zebra,7.89,1.32
3,92,Honeoye,Honeoye - 1998,zebra,7.74,1.32
3,92,Honeoye,Honeoye - 1998,zebra,7.66,1.32
3,92,Honeoye,Honeoye - 1998,zebra,7.44,1.32
3,92,Honeoye,Honeoye - 1998,zebra,7.41,1.32
3,92,Honeoye,Honeoye - 1998,zebra,7.02,1.32
3,92,Honeoye,Honeoye - 1998,zebra,6.92,1.32
3,92,Honeoye,Honeoye - 1998,zebra,6.61,1.32
3,92,Honeoye,Honeoye - 1998,zebra,5.67,1.32
3,92,Honeoye,Honeoye - 1998,zebra,5.6,1.32
3,92,Honeoye,Honeoye - 1998,zebra,5.58,1.32
3,92,Honeoye,Honeoye - 1998,zebra,5.13,1.32
3,92,Honeoye,Honeoye - 1998,zebra,3.93,1.32
3,92,Honeoye,Honeoye - 1998,zebra,3.81,1.32
3,92,Honeoye,Honeoye - 1998,zebra,3.41,1.32
3,92,Honeoye,Honeoye - 1998,zebra,3.3,1.32
3,92,Honeoye,Honeoye - 1998,zebra,3.12,1.32
3,92,Honeoye,Honeoye - 1998,zebra,3.11,1.32
3,92,Honeoye,Honeoye - 1998,zebra,3.07,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.9,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.48,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.43,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.41,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.38,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.17,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.14,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.12,1.32
3,92,Honeoye,Honeoye - 1998,zebra,2.02,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.94,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.82,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.78,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.7,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.7,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.65,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.62,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.57,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.54,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.44,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.44,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.42,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.36,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.35,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.31,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.21,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.16,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.14,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.13,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.12,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.05,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.04,1.32
3,92,Honeoye,Honeoye - 1998,zebra,1.03,1.32
3,92,Honeoye,Honeoye - 1998,zebra,0.99,1.32
3,92,Honeoye,Honeoye - 1998,zebra,0.97,1.32
3,92,Honeoye,Honeoye - 1998,zebra,0.9,1.32
3,92,Honeoye,Honeoye - 1998,zebra,0.86,1.32
2,55,Honeoye,Honeoye - 1998,zebra,17.51,1.32
2,55,Honeoye,Honeoye - 1998,zebra,16.76,1.32
2,55,Honeoye,Honeoye - 1998,zebra,15.57,1.32
2,55,Honeoye,Honeoye - 1998,zebra,15.57,1.32
2,55,Honeoye,Honeoye - 1998,zebra,15.31,1.32
2,55,Honeoye,Honeoye - 1998,zebra,14.84,1.32
2,55,Honeoye,Honeoye - 1998,zebra,14.61,1.32
2,55,Honeoye,Honeoye - 1998,zebra,14.03,1.32
2,55,Honeoye,Honeoye - 1998,zebra,13.85,1.32
2,55,Honeoye,Honeoye - 1998,zebra,13.84,1.32
2,55,Honeoye,Honeoye - 1998,zebra,13.66,1.32
2,55,Honeoye,Honeoye - 1998,zebra,13.66,1.32
2,55,Honeoye,Honeoye - 1998,zebra,13.55,1.32
2,55,Honeoye,Honeoye - 1998,zebra,13.46,1.32
2,55,Honeoye,Honeoye - 1998,zebra,13.35,1.32
2,55,Honeoye,Honeoye - 1998,zebra,12.8,1.32
2,55,Honeoye,Honeoye - 1998,zebra,12.72,1.32
2,55,Honeoye,Honeoye - 1998,zebra,12.59,1.32
2,55,Honeoye,Honeoye - 1998,zebra,12.28,1.32
2,55,Honeoye,Honeoye - 1998,zebra,12.23,1.32
2,55,Honeoye,Honeoye - 1998,zebra,12.05,1.32
2,55,Honeoye,Honeoye - 1998,zebra,11.86,1.32
2,55,Honeoye,Honeoye - 1998,zebra,11.63,1.32
2,55,Honeoye,Honeoye - 1998,zebra,11.44,1.32
2,55,Honeoye,Honeoye - 1998,zebra,11.39,1.32
2,55,Honeoye,Honeoye - 1998,zebra,11.38,1.32
2,55,Honeoye,Honeoye - 1998,zebra,11.12,1.32
2,55,Honeoye,Honeoye - 1998,zebra,11.11,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.9,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.87,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.78,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.72,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.71,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.7,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.67,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.66,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.62,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.58,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.48,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.33,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.29,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.26,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.15,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.1,1.32
2,55,Honeoye,Honeoye - 1998,zebra,10.02,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.98,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.78,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.36,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.33,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.32,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.2,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.07,1.32
2,55,Honeoye,Honeoye - 1998,zebra,9.02,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.94,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.84,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.82,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.71,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.62,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.62,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.6,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.43,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.4,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.3,1.32
2,55,Honeoye,Honeoye - 1998,zebra,8.14,1.32
2,55,Honeoye,Honeoye - 1998,zebra,7.83,1.32
2,55,Honeoye,Honeoye - 1998,zebra,7.41,1.32
2,55,Honeoye,Honeoye - 1998,zebra,6.98,1.32
2,55,Honeoye,Honeoye - 1998,zebra,6.76,1.32
2,55,Honeoye,Honeoye - 1998,zebra,6.67,1.32
2,55,Honeoye,Honeoye - 1998,zebra,6.61,1.32
2,55,Honeoye,Honeoye - 1998,zebra,6.38,1.32
2,55,Honeoye,Honeoye - 1998,zebra,5.94,1.32
1,31,Honeoye,Honeoye - 1998,zebra,16.84,1.32
1,31,Honeoye,Honeoye - 1998,zebra,16.52,1.32
1,31,Honeoye,Honeoye - 1998,zebra,16.5,1.32
1,31,Honeoye,Honeoye - 1998,zebra,16.29,1.32
1,31,Honeoye,Honeoye - 1998,zebra,16.1,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.78,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.73,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.5,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.42,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.34,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.3,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.29,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.26,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.23,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.21,1.32
1,31,Honeoye,Honeoye - 1998,zebra,15.04,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.76,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.7,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.38,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.36,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.36,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.14,1.32
1,31,Honeoye,Honeoye - 1998,zebra,14.12,1.32
